year,rank,song_id,album_id
2022,49,34819473,10903868
2022,50,34494149,10830791
2022,51,33239419,10554246
2022,52,34754299,10890384
2022,53,34041584,10731792
2022,54,35333345,10990161
2022,55,35361345,10995477
2022,56,34535898,10842005
2022,57,33372781,10554246
2022,58,30244931,10037969
2022,59,33448767,10601149
2022,60,34436674,10818396
2022,61,32061975,10331947
2022,62,34930368,10926502
2022,63,34298496,10784974
2022,64,33359725,10580227
2022,65,34817660,10903658
2022,66,35252996,10975276
2022,67,32183386,10346650
2022,68,33976677,10716174
2022,69,34668619,10873811
2022,70,33868791,10695590
2022,71,35413033,11004992
2022,72,30287019,10043575
2022,73,33503722,10611845
2022,74,35485544,11011565
2022,75,35008524,10923444
2022,76,35504734,11023224
2022,77,34481682,10827816
2022,78,35640077,11033394
2022,79,35730562,11078852
2022,80,33464805,10604729
2022,81,34373632,10804190
2022,82,35238221,10972706
2022,83,4276080,2210557
2022,84,35729104,11078496
2022,85,35177030,10960568
2022,86,33725775,10661658
2022,87,34883833,10918269
2022,88,35238220,10972706
2022,89,35665282,11062364
2022,90,34100776,10743373
2022,91,34632789,10865624
2022,92,35272060,10979636
2022,93,34461065,10823566
2022,94,35008525,10923444
2022,95,35643794,11057545
2022,96,31853557,10294603
2022,97,34701816,10880569
2022,98,32794652,10463600
2022,99,34399272,10810337
2022,100,33248758,10556610
2021,1,33239419,10554246
2021,2,30287019,10043575
2021,3,32872978,10479150
2021,4,33487342,10609232
2021,5,33372781,10554246
2021,6,33061995,10518234
2021,7,33480898,10607796
2021,8,33507137,10612483
2021,9,3414749,1286252
2021,10,33167063,10540298
2021,11,33625988,10638275
2021,12,33013877,10508266
2021,13,33503722,10611845
2021,14,32961718,10498032
2021,15,32794652,10463600
2021,16,33077590,10521601
2021,17,32860397,10476623
2021,18,33464805,10604729
2021,19,32183386,10346650
2021,20,32578498,10426648
2021,21,32061975,10331947
2021,22,3894276,2148596
2021,23,32003395,10320500
2021,24,33107649,10527955
2021,25,33077234,10521521
2021,26,30962526,10149492
2021,27,33331004,10573486
2021,28,33011180,10507546
2021,29,31737197,10273641
2021,30,33397561,10589127
2021,31,32224272,10359162
2021,32,1944399,399659
2021,33,33359725,10580227
2021,34,32491274,10409054
2021,35,33655994,10645654
2021,36,32559782,10423289
2021,37,30244931,10037969
2021,38,33666269,10648182
2021,39,33315511,10570193
2021,40,33248758,10556610
2021,41,32698101,10447520
2021,42,31853557,10294603
2021,43,33725775,10661658
2021,44,32508053,10412319
2021,45,32525311,10416034
2021,46,33496587,10610525
2021,47,33346446,10576966
2021,48,32998018,10505118
2021,49,32438894,10399190
2021,50,33229299,10552055
2021,51,32224166,10359126
2021,52,33372783,10554246
2021,53,32156286,10348811
2021,54,33372788,10554246
2021,55,32720013,10451566
2021,56,8130796,2677681
2021,57,33589488,10631122
2021,58,1854856,376502
2021,59,32378104,10388744
2021,60,32559781,10423289
2021,61,33691794,10653694
2021,62,32871975,10478925
2021,63,33589260,10631055
2021,64,33527705,10614899
2021,65,33559180,10623687
2021,66,33115807,10529161
2021,67,32143487,10346650
2021,68,31388145,10217134
2021,69,1500196,332658
2021,70,32853712,10475061
2021,71,33510307,10613163
2021,72,32345931,10381712
2021,73,32187544,10353881
2021,74,33618271,10636091
2021,75,33104090,10527241
2021,76,33625989,10638275
2021,77,31984204,10317137
2021,78,33749109,10667450
2021,79,32570501,10425277
2021,80,32777869,10460544
2021,81,33260801,10559322
2021,82,33164083,10539679
2021,83,30773554,10117789
2021,84,34101563,10743453
2021,85,34041584,10731792
2021,86,33447280,10600760
2021,87,33805289,10680450
2021,88,33405149,10590812
2021,89,33372787,10554246
2021,90,33618864,10636269
2021,91,34256568,10775252
2021,92,32651098,10440381
2021,93,33347390,10577197
2021,94,32725013,10452351
2021,95,33001672,10505830
2021,96,33295747,10566182
2021,97,33759183,10670618
2021,98,711626,50578
2021,99,33337651,10575005
2021,100,33150997,10536658
2020,1,32313543,10375118
2020,2,32224272,10359162
2020,3,32491274,10409054
2020,4,32003395,10320500
2020,5,32578498,10426648
2020,6,32183386,10346650
2020,7,32156286,10348811
2020,8,32345931,10381712
2020,9,31737197,10273641
2020,10,32273582,10368053
2020,11,32061975,10331947
2020,12,32872978,10479150
2020,13,32378104,10388744
2020,14,32486613,10408131
2020,15,32720013,10451566
2020,16,32559781,10423289
2020,17,32399830,10377346
2020,18,31853557,10294603
2020,19,30773554,10117789
2020,20,32725013,10452351
2020,21,32438894,10399190
2020,22,30962526,10149492
2020,23,32790516,10462799
2020,24,32559782,10423289
2020,25,32614125,10433754
2020,26,31984204,10317137
2020,27,32377231,10388581
2020,28,32794652,10463600
2020,29,32143487,10346650
2020,30,32175937,10351886
2020,31,32187544,10353881
2020,32,32473998,10405712
2020,33,32298623,10372655
2020,34,30244931,10037969
2020,35,32323969,10377346
2020,36,32734372,10453701
2020,37,32583036,10427559
2020,38,32311870,10374783
2020,39,32825454,10469416
2020,40,32361098,10385262
2020,41,3894276,2148596
2020,42,32034629,10326710
2020,43,32224409,10359204
2020,44,31703498,10267986
2020,45,31388145,10217134
2020,46,32243273,10362776
2020,47,32381408,10389281
2020,48,32528369,10416723
2020,49,32228058,10359994
2020,50,32059630,10331499
2020,51,32399832,10377346
2020,52,32853712,10475061
2020,53,32508053,10412319
2020,54,32725022,10452354
2020,55,32445339,10400522
2020,56,32808616,10465994
2020,57,32508146,10412335
2020,58,32636656,10437786
2020,59,32961718,10498032
2020,60,32698765,10447670
2020,61,31873020,10298014
2020,62,32399834,10377346
2020,63,32651098,10440381
2020,64,32871975,10478925
2020,65,32224271,10359162
2020,66,32021744,10324004
2020,67,32271720,10367659
2020,68,31324607,10207131
2020,69,32399827,10377346
2020,70,31829536,10290621
2020,71,32978341,10501191
2020,72,32226962,10359789
2020,73,32282389,10369830
2020,74,32814383,10467129
2020,75,32768945,10459197
2020,76,31666417,10260858
2020,77,32399835,10377346
2020,78,31788850,10283614
2020,79,32521396,10415229
2020,80,32777869,10460544
2020,81,32998018,10505118
2020,82,32399828,10377346
2020,83,32085144,10336518
2020,84,31967064,10314289
2020,85,32397381,10391899
2020,86,32224383,10359196
2020,87,32364000,10385896
2020,88,32616054,10434085
2020,89,32091557,10337665
2020,90,32833393,10470992
2020,91,32399837,10377346
2020,92,31854689,10294820
2020,93,32646938,10439549
2020,94,31938460,10309213
2020,95,32399833,10377346
2020,96,31688205,10265079
2020,97,32457751,10402513
2020,98,8235260,2692501
2020,99,32631950,10436942
2020,100,32323639,10377241
